ID;Ano;INDE
103;2021;8.08
113;2021;6.66
118;2021;8.3
128;2021;5.23
133;2021;7.99
135;2021;5.79
151;2021;9.0
152;2021;8.67
153;2021;8.36
154;2021;5.16
156;2021;7.98
158;2021;6.06
164;2021;7.13
165;2021;7.58
168;2021;3.52
169;2021;6.9
193;2021;8.22
197;2021;7.75
200;2021;4.79
201;2021;5.64
212;2021;5.66
217;2021;7.77
219;2021;4.18
225;2021;7.14
229;2021;5.05
235;2021;7.54
241;2021;2.86
242;2021;5.83
246;2021;7.01
251;2021;7.98
262;2021;7.9
263;2021;7.69
266;2021;7.89
267;2021;8.01
273;2021;4.13
275;2021;5.82
277;2021;8.18
288;2021;8.09
293;2021;3.08
295;2021;6.77
296;2021;7.22
301;2021;8.29
305;2021;7.32
312;2021;7.95
313;2021;7.38
323;2021;4.98
332;2021;8.34
337;2021;7.66
340;2021;7.8
342;2021;7.39
345;2021;6.76
348;2021;7.56
359;2021;7.33
364;2021;6.31
365;2021;7.38
370;2021;8.2
373;2021;4.71
375;2021;8.86
377;2021;7.11
378;2021;7.44
381;2021;7.05
387;2021;6.19
388;2021;6.01
394;2021;6.05
396;2021;7.59
404;2021;8.5
406;2021;6.87
407;2021;8.48
416;2021;7.35
421;2021;6.62
424;2021;5.99
425;2021;6.64
437;2021;6.48
441;2021;7.57
447;2021;7.69
448;2021;7.85
449;2021;7.65
450;2021;7.2
455;2021;7.15
463;2021;8.29
469;2021;6.76
474;2021;7.22
477;2021;5.19
482;2021;9.02
483;2021;7.64
486;2021;5.51
490;2021;7.04
496;2021;7.9
499;2021;7.5
502;2021;6.85
503;2021;8.01
507;2021;5.58
513;2021;7.29
520;2021;8.41
521;2021;7.25
522;2021;5.87
524;2021;8.49
527;2021;7.62
541;2021;7.84
544;2021;7.29
546;2021;5.73
557;2021;7.54
560;2021;6.49
561;2021;4.74
562;2021;8.42
569;2021;8.64
574;2021;7.34
579;2021;7.33
583;2021;6.54
585;2021;2.74
586;2021;8.02
588;2021;8.88
594;2021;7.48
602;2021;4.94
603;2021;5.79
608;2021;7.31
613;2021;7.2
615;2021;8.36
622;2021;5.19
624;2021;5.74
634;2021;3.75
638;2021;6.78
642;2021;7.08
644;2021;9.16
645;2021;6.63
647;2021;3.87
657;2021;8.05
663;2021;5.48
664;2021;8.68
668;2021;6.72
681;2021;6.84
686;2021;6.92
689;2021;7.91
693;2021;6.68
695;2021;8.26
700;2021;6.2
703;2021;7.11
707;2021;6.81
708;2021;7.29
710;2021;8.71
721;2021;5.03
732;2021;7.77
737;2021;7.43
738;2021;8.04
739;2021;8.09
743;2021;8.06
746;2021;9.11
747;2021;8.68
753;2021;4.79
755;2021;6.87
757;2021;5.42
760;2021;7.36
766;2021;7.44
768;2021;8.07
773;2021;8.92
783;2021;6.12
790;2021;8.65
792;2021;5.53
794;2021;7.21
796;2021;5.94
807;2021;9.18
811;2021;7.2
814;2021;6.23
817;2021;7.55
820;2021;8.07
823;2021;7.21
824;2021;7.76
825;2021;4.29
828;2021;7.48
829;2021;6.42
830;2021;8.51
831;2021;7.35
835;2021;4.34
840;2021;6.6
848;2021;6.85
850;2021;8.15
851;2021;7.71
855;2021;6.24
858;2021;8.59
861;2021;7.72
862;2021;7.99
866;2021;8.85
872;2021;4.45
877;2021;6.38
886;2021;8.54
889;2021;7.93
902;2021;7.27
903;2021;9.07
909;2021;6.08
910;2021;6.77
911;2021;6.24
916;2021;8.87
919;2021;6.52
922;2021;7.48
923;2021;5.91
926;2021;7.22
927;2021;7.25
930;2021;8.36
931;2021;7.76
932;2021;7.29
937;2021;8.58
944;2021;4.63
948;2021;6.91
957;2021;7.44
958;2021;7.49
961;2021;7.26
964;2021;6.03
983;2021;8.3
984;2021;4.08
989;2021;5.21
991;2021;7.11
993;2021;6.05
994;2021;7.6
996;2021;6.89
997;2021;8.77
1002;2021;7.69
1004;2021;7.51
1010;2021;7.45
1014;2021;7.64
1015;2021;8.48
1017;2021;7.84
1022;2021;7.22
1028;2021;6.92
1029;2021;8.78
1031;2021;8.86
1034;2021;7.68
1051;2021;3.6
1067;2021;8.54
1070;2021;7.76
1072;2021;7.03
1075;2021;7.86
1078;2021;4.45
1084;2021;7.95
1085;2021;6.23
1090;2021;7.18
1093;2021;7.23
1095;2021;9.29
1103;2021;4.0
1105;2021;6.62
1110;2021;6.87
1123;2021;7.63
1127;2021;7.55
1128;2021;7.96
1130;2021;9.11
1136;2021;8.29
1141;2021;6.97
1150;2021;7.32
1156;2021;6.73
1159;2021;8.01
1161;2021;6.46
1165;2021;7.77
1167;2021;6.29
1168;2021;8.1
1170;2021;4.28
1171;2021;9.03
1174;2021;6.78
1176;2021;8.0
1181;2021;7.96
1190;2021;7.55
1191;2021;4.62
1195;2021;8.32
1215;2021;7.4
1217;2021;8.18
1219;2021;8.2
1223;2021;6.78
1226;2021;6.62
1230;2021;7.71
1231;2021;4.13
1237;2021;4.37
1244;2021;7.39
1248;2021;6.05
1250;2021;6.34
1251;2021;7.79
1260;2021;6.16
1264;2021;6.25
1275;2021;8.47
1278;2021;5.67
1285;2021;8.41
1287;2021;7.55
1289;2021;6.86
1292;2021;8.61
1298;2021;7.52
1319;2021;7.57
1323;2021;7.52
1324;2021;7.19
1338;2021;6.51
1343;2021;4.0
1348;2021;7.42
5;2022;7.23
8;2022;7.29
11;2022;8.46
17;2022;6.72
18;2022;5.85
34;2022;6.67
36;2022;6.85
37;2022;7.56
46;2022;7.4
51;2022;6.95
60;2022;5.78
61;2022;6.41
75;2022;9.44
76;2022;8.31
78;2022;7.6
81;2022;7.47
83;2022;7.2
84;2022;7.5
85;2022;7.74
87;2022;6.64
88;2022;8.43
90;2022;5.2
91;2022;7.41
97;2022;7.5
100;2022;6.04
102;2022;7.48
103;2022;7.11
113;2022;6.41
118;2022;8.33
128;2022;7.0
133;2022;7.29
135;2022;5.26
151;2022;8.23
152;2022;7.62
153;2022;9.11
154;2022;4.93
156;2022;7.54
158;2022;5.62
164;2022;6.84
165;2022;8.18
168;2022;6.43
169;2022;7.28
193;2022;7.17
197;2022;8.35
200;2022;6.87
201;2022;6.44
212;2022;6.34
217;2022;8.49
219;2022;5.81
225;2022;6.96
229;2022;6.03
235;2022;6.92
241;2022;4.56
242;2022;6.45
246;2022;6.74
251;2022;8.01
262;2022;7.05
263;2022;6.59
266;2022;7.83
267;2022;7.8
273;2022;6.68
275;2022;6.07
277;2022;7.31
288;2022;8.11
293;2022;3.85
295;2022;7.72
296;2022;6.82
301;2022;8.19
305;2022;6.92
312;2022;7.28
313;2022;7.07
323;2022;6.32
332;2022;8.75
337;2022;7.12
340;2022;5.72
342;2022;7.02
345;2022;5.72
348;2022;6.59
359;2022;7.93
364;2022;6.31
365;2022;5.95
370;2022;7.69
373;2022;5.71
375;2022;8.16
377;2022;6.94
378;2022;7.43
381;2022;6.95
387;2022;5.16
388;2022;6.45
394;2022;7.06
396;2022;6.24
404;2022;8.94
406;2022;7.81
407;2022;8.92
416;2022;7.02
421;2022;5.58
424;2022;6.78
425;2022;6.48
437;2022;7.7
441;2022;6.8
447;2022;7.3
448;2022;7.48
449;2022;7.69
450;2022;4.33
455;2022;8.4
463;2022;7.67
469;2022;7.5
474;2022;6.64
477;2022;6.34
482;2022;8.47
483;2022;8.67
486;2022;4.5
490;2022;6.85
496;2022;7.86
499;2022;7.88
502;2022;7.36
503;2022;7.83
507;2022;6.74
513;2022;8.22
520;2022;8.32
521;2022;6.95
522;2022;5.86
524;2022;8.26
527;2022;6.82
541;2022;6.72
544;2022;6.53
546;2022;4.79
557;2022;5.68
560;2022;5.26
561;2022;5.99
562;2022;7.95
569;2022;8.23
574;2022;8.11
579;2022;7.56
583;2022;5.49
585;2022;5.52
586;2022;7.45
588;2022;7.3
594;2022;8.12
602;2022;4.97
603;2022;5.56
608;2022;6.58
613;2022;6.66
615;2022;8.34
622;2022;4.28
624;2022;3.74
634;2022;5.25
638;2022;4.31
642;2022;6.95
644;2022;8.44
645;2022;4.74
647;2022;7.37
657;2022;8.62
663;2022;5.38
664;2022;8.84
668;2022;6.66
681;2022;6.67
686;2022;6.85
689;2022;8.02
693;2022;7.43
695;2022;7.62
700;2022;6.1
703;2022;6.82
707;2022;5.94
708;2022;5.89
710;2022;8.12
721;2022;4.56
732;2022;7.37
737;2022;7.38
738;2022;7.01
739;2022;7.97
743;2022;7.38
746;2022;8.51
747;2022;7.59
753;2022;5.06
755;2022;7.47
757;2022;6.2
760;2022;7.06
766;2022;4.95
768;2022;7.08
773;2022;8.66
783;2022;6.54
790;2022;8.4
792;2022;5.55
794;2022;7.3
796;2022;6.26
807;2022;8.81
811;2022;6.97
814;2022;6.32
817;2022;7.28
820;2022;7.3
823;2022;7.91
824;2022;5.91
825;2022;5.71
828;2022;6.26
829;2022;7.12
830;2022;8.14
831;2022;6.45
835;2022;5.66
840;2022;7.15
848;2022;6.03
850;2022;7.39
851;2022;8.04
855;2022;6.36
858;2022;6.69
861;2022;6.96
862;2022;7.79
866;2022;8.42
872;2022;5.53
877;2022;6.06
886;2022;8.09
889;2022;7.83
902;2022;7.52
903;2022;8.18
909;2022;6.65
910;2022;5.32
911;2022;5.55
916;2022;9.35
919;2022;4.83
922;2022;7.19
923;2022;7.68
926;2022;5.15
927;2022;6.65
930;2022;8.97
931;2022;6.39
932;2022;5.2
937;2022;6.93
944;2022;4.18
948;2022;6.29
957;2022;7.36
958;2022;6.68
961;2022;7.46
964;2022;7.72
983;2022;7.74
984;2022;5.59
989;2022;6.9
991;2022;6.93
993;2022;6.85
994;2022;7.44
996;2022;7.07
997;2022;7.96
1002;2022;7.56
1004;2022;8.18
1010;2022;7.26
1014;2022;7.3
1015;2022;8.67
1017;2022;7.96
1022;2022;7.53
1028;2022;6.94
1029;2022;7.93
1031;2022;7.95
1034;2022;7.5
1051;2022;6.76
1067;2022;7.68
1070;2022;5.95
1072;2022;5.37
1075;2022;7.57
1078;2022;6.51
1084;2022;6.46
1085;2022;6.16
1090;2022;5.18
1093;2022;6.9
1095;2022;8.9
1103;2022;6.01
1105;2022;6.79
1110;2022;6.61
1123;2022;7.82
1127;2022;7.63
1128;2022;8.28
1130;2022;8.82
1136;2022;7.37
1141;2022;5.6
1150;2022;7.18
1156;2022;5.56
1159;2022;7.88
1161;2022;6.78
1165;2022;6.93
1167;2022;7.18
1168;2022;7.18
1170;2022;6.28
1171;2022;8.64
1174;2022;4.95
1176;2022;8.52
1181;2022;7.46
1190;2022;6.93
1191;2022;8.18
1195;2022;8.65
1215;2022;7.91
1217;2022;7.84
1219;2022;8.01
1223;2022;6.81
1226;2022;6.62
1230;2022;8.06
1231;2022;5.85
1237;2022;5.32
1244;2022;7.59
1248;2022;3.03
1250;2022;6.08
1251;2022;8.25
1260;2022;7.13
1264;2022;6.96
1275;2022;7.83
1278;2022;6.79
1285;2022;7.45
1287;2022;6.51
1289;2022;7.13
1292;2022;8.74
1298;2022;6.71
1319;2022;7.28
1323;2022;6.71
1324;2022;5.45
1338;2022;7.08
1343;2022;5.67
1348;2022;6.75
